url,final_url,title,section,word_count,estimated_tokens,image_count,code_block_count,has_ordered_list,has_unordered_list,has_lists,http_status,last_modified,h1_count,h2_count,h3_count,h4_count,discovery_source
https://usehalo.com/guide/pax8-integration/,https://usehalo.com/guide/pax8-integration/,Pax8 Integration,Integrations,1321,1783,4,0,False,True,True,200,,1,4,0,0,direct_guide
https://usehalo.com/guide/setting-price-overrides-per-supplier-at-product-level/,https://usehalo.com/guide/setting-price-overrides-per-supplier-at-product-level/,Setting Price Overrides Per Supplier at Product Level,Product Management,1071,1445,12,0,False,True,True,200,,1,5,3,1,direct_guide
https://usehalo.com/guide/the-report-screen-explained/,https://usehalo.com/guide/the-report-screen-explained/,The Report Screen Explained,Reporting,938,1266,0,0,False,True,True,200,,1,6,3,1,direct_guide
https://usehalo.com/guide/ticket-dashboards/,https://usehalo.com/guide/ticket-dashboards/,Ticket Dashboards,Reporting,683,922,2,0,False,True,True,200,,1,3,1,0,direct_guide
https://usehalo.com/guide/azure-automation-integration/,https://usehalo.com/guide/azure-automation-integration/,Azure Automation Integration,Integrations,813,1097,5,5,False,True,True,200,,1,3,3,0,direct_guide
https://usehalo.com/halopsa/guides/1530/,https://usehalo.com/halopsa/guides/1530/,Guides (ID 1530),HaloPSA Guides,423,571,0,0,False,True,True,200,,1,3,2,0,guides_by_id
https://usehalo.com/halopsa/guides/2100/,https://usehalo.com/halopsa/guides/2100/,Runbooks,Automation,1268,1711,12,3,False,True,True,200,,1,4,2,0,guides_by_id
https://usehalo.com/halopsa/guides/2371/,https://usehalo.com/halopsa/guides/2371/,Project Sales Process,Projects,1625,2193,11,0,False,False,False,200,,1,10,3,0,guides_by_id
https://halopsa.com/guides/article/?kbid=1823,https://halopsa.com/guides/article/?kbid=1823,HaloPSA API Guide,API,1839,2482,0,5,False,True,True,200,,1,8,3,1,legacy_kbid
https://halopsa.com/guides/article/?kbid=2305,https://halopsa.com/guides/article/?kbid=2305,Events and Alerts (RMM Integration),Integrations,501,676,5,0,False,True,True,200,,1,3,1,0,legacy_kbid
https://halopsa.com/guides/article/?kbid=2330,https://halopsa.com/guides/article/?kbid=2330,Guide Article (kbid 2330),HaloPSA Guides,890,1201,2,0,False,True,True,200,,1,2,1,0,legacy_kbid
https://halopsa.com/guides/article/?kbid=2370,https://halopsa.com/guides/article/?kbid=2370,Guides Index,Index,472,637,0,0,False,True,True,200,,1,1,0,0,legacy_kbid
https://usehalo.com/guide/asset-views-fields/,https://usehalo.com/guide/asset-views-fields/,Asset Views/Fields,Asset Management,738,996,4,0,False,False,False,200,,1,2,2,0,search_discovered
https://usehalo.com/guide/asset-fields/,https://usehalo.com/guide/asset-fields/,Asset Fields,Asset Management,811,1094,2,0,False,True,True,200,,1,4,3,1,search_discovered
https://usehalo.com/guide/asset-views/,https://usehalo.com/guide/asset-views/,Asset Views,Asset Management,907,1224,10,0,False,True,True,200,,1,3,0,1,search_discovered
https://usehalo.com/guide/batch-updating-asset-fields/,https://usehalo.com/guide/batch-updating-asset-fields/,Batch Updating Asset Fields,Asset Management,851,1148,0,0,False,True,True,200,,1,2,0,0,search_discovered
https://usehalo.com/guide/importing-assets-csv-xls-spreadsheet-method/,https://usehalo.com/guide/importing-assets-csv-xls-spreadsheet-method/,Importing Assets (CSV/XLS/Spreadsheet Method),Asset Management,1076,1452,9,0,False,True,True,200,,1,2,4,0,search_discovered
https://usehalo.com/guide/linking-assets-throughout-halo/,https://usehalo.com/guide/linking-assets-throughout-halo/,Linking Assets Throughout Halo,Asset Management,670,904,8,0,False,True,True,200,,1,3,2,0,search_discovered
https://usehalo.com/guide/linking-assets/,https://usehalo.com/guide/linking-assets/,Linking Assets,Asset Management,1233,1664,7,0,False,True,True,200,,1,3,0,0,search_discovered
https://usehalo.com/guide/linking-products-to-assets/,https://usehalo.com/guide/linking-products-to-assets/,Linking Products to Assets,Asset Management,1356,1830,2,0,False,True,True,200,,1,2,0,0,search_discovered
https://usehalo.com/guide/asset-custom-buttons/,https://usehalo.com/guide/asset-custom-buttons/,Asset Custom Buttons,Asset Management,909,1227,8,0,False,True,True,200,,1,3,1,1,search_discovered
https://usehalo.com/guide/asset-management-configuration/,https://usehalo.com/guide/asset-management-configuration/,Asset Management Configuration,Asset Management,911,1229,0,0,False,True,True,200,,1,2,3,0,search_discovered
https://usehalo.com/guide/asset-meters/,https://usehalo.com/guide/asset-meters/,Asset Meters,Asset Management,430,580,4,0,False,True,True,200,,1,1,0,0,search_discovered
https://usehalo.com/guide/asset-resource-booking/,https://usehalo.com/guide/asset-resource-booking/,Asset Resource Booking,Asset Management,1221,1648,8,0,False,True,True,200,,1,2,1,1,search_discovered
https://usehalo.com/guide/asset-template-creation/,https://usehalo.com/guide/asset-template-creation/,Asset Template Creation,Asset Management,984,1328,1,0,False,True,True,200,,1,5,4,1,search_discovered
https://usehalo.com/guide/asset-types-groups/,https://usehalo.com/guide/asset-types-groups/,Asset Types/Groups,Asset Management,524,707,9,0,False,True,True,200,,1,3,1,0,search_discovered
https://usehalo.com/guide/assets-vs-items/,https://usehalo.com/guide/assets-vs-items/,Assets Vs Items,Asset Management,1487,2007,2,0,False,False,False,200,,1,3,0,0,search_discovered
https://usehalo.com/guide/barcode-scanning/,https://usehalo.com/guide/barcode-scanning/,Barcode Scanning,Asset Management,881,1189,2,0,False,True,True,200,,1,5,0,0,search_discovered
https://usehalo.com/guide/device-change-history/,https://usehalo.com/guide/device-change-history/,Device Change History,Asset Management,1258,1698,12,0,False,False,False,200,,1,6,4,1,search_discovered
https://usehalo.com/guide/event-management/,https://usehalo.com/guide/event-management/,Event Management,Asset Management,1043,1408,8,0,False,True,True,200,,1,3,2,1,search_discovered
https://usehalo.com/guide/iframe-custom-tabs-on-assets/,https://usehalo.com/guide/iframe-custom-tabs-on-assets/,Iframe Custom Tabs on Assets,Asset Management,1047,1413,2,0,False,True,True,200,,1,2,0,1,search_discovered
https://usehalo.com/guide/lapsafe-integration/,https://usehalo.com/guide/lapsafe-integration/,LapSafe Integration,Asset Management,550,742,6,0,False,True,True,200,,1,3,0,0,search_discovered
https://usehalo.com/guide/changing-your-halo-url/,https://usehalo.com/guide/changing-your-halo-url/,Changing your Halo URL,An Introduction to HaloPSA,940,1269,10,0,True,False,True,200,,1,3,2,1,search_discovered
https://usehalo.com/guide/introduction-to-halo-documentation/,https://usehalo.com/guide/introduction-to-halo-documentation/,Introduction to Halo Documentation,An Introduction to HaloPSA,2452,3310,0,0,False,True,True,200,,1,9,6,0,search_discovered
https://usehalo.com/guide/ip-addresses-for-whitelisting/,https://usehalo.com/guide/ip-addresses-for-whitelisting/,IP Addresses for Whitelisting,An Introduction to HaloPSA,1012,1366,5,0,False,False,False,200,,1,3,2,0,search_discovered
https://usehalo.com/guide/navigating-the-self-service-portal-for-end-users/,https://usehalo.com/guide/navigating-the-self-service-portal-for-end-users/,Navigating the Self-Service Portal (For End Users),An Introduction to HaloPSA,2038,2751,8,0,True,True,True,200,,1,5,7,2,search_discovered
https://usehalo.com/guide/release-notes/,https://usehalo.com/guide/release-notes/,Release Notes,An Introduction to HaloPSA,1314,1773,3,0,False,True,True,200,,1,2,0,1,search_discovered
https://usehalo.com/guide/terminology/,https://usehalo.com/guide/terminology/,Terminology,An Introduction to HaloPSA,2104,2840,2,0,True,True,True,200,,1,6,3,3,search_discovered
https://usehalo.com/guide/step-by-step-configuration-walk-through/,https://usehalo.com/guide/step-by-step-configuration-walk-through/,Step-by-Step Configuration Walk Through,An Introduction to HaloPSA,2215,2990,3,0,False,True,True,200,,1,5,6,0,search_discovered
https://usehalo.com/guide/actions/,https://usehalo.com/guide/actions/,Actions,Configuration,342,461,0,1,False,False,False,200,,1,1,0,0,search_discovered
https://usehalo.com/guide/agents-configuration/,https://usehalo.com/guide/agents-configuration/,Agents Configuration,Configuration,666,899,7,5,False,True,True,200,,1,1,2,0,search_discovered
https://usehalo.com/guide/custom-fields/,https://usehalo.com/guide/custom-fields/,Custom Fields,Configuration,1067,1440,0,0,False,False,False,200,,1,3,1,0,search_discovered
https://usehalo.com/guide/general-settings-asset-management/,https://usehalo.com/guide/general-settings-asset-management/,General Settings (Asset Management),Configuration,325,438,0,0,False,True,True,200,,1,0,0,0,search_discovered
https://usehalo.com/guide/general-settings-tickets/,https://usehalo.com/guide/general-settings-tickets/,General Settings (Tickets),Configuration,1121,1513,0,0,False,True,True,200,,1,3,2,0,search_discovered
https://usehalo.com/guide/items-and-stock-control/,https://usehalo.com/guide/items-and-stock-control/,Items & Stock Control,Configuration,1179,1591,4,0,False,True,True,200,,1,5,1,0,search_discovered
https://usehalo.com/guide/recurring-invoices/,https://usehalo.com/guide/recurring-invoices/,Recurring Invoices,Billing,1056,1425,0,0,True,False,True,200,,1,2,1,1,search_discovered
https://usehalo.com/guide/self-service-portal-configuration/,https://usehalo.com/guide/self-service-portal-configuration/,Self Service Portal Configuration,Self Service Portal,1171,1580,0,0,False,True,True,200,,1,4,4,1,search_discovered
https://usehalo.com/guide/services/,https://usehalo.com/guide/services/,Services,Configuration,639,862,5,0,False,True,True,200,,1,1,0,0,search_discovered
https://usehalo.com/guide/service-level-agreements/,https://usehalo.com/guide/service-level-agreements/,Service Level Agreements,SLA,539,727,6,0,False,True,True,200,,1,1,2,0,search_discovered
https://usehalo.com/guide/statuses/,https://usehalo.com/guide/statuses/,Statuses,Configuration,746,1007,1,4,False,False,False,200,,1,3,2,0,search_discovered
https://usehalo.com/guide/views/,https://usehalo.com/guide/views/,Views,Configuration,301,406,12,0,False,True,True,200,,1,2,0,0,search_discovered
https://usehalo.com/guide/ticket-types/,https://usehalo.com/guide/ticket-types/,Ticket Types,Tickets,1773,2393,6,0,True,True,True,200,,1,5,4,3,search_discovered
https://usehalo.com/guide/modifying-and-adding-workflows/,https://usehalo.com/guide/modifying-and-adding-workflows/,Modifying and Adding Workflows,Tickets,1758,2373,12,0,True,True,True,200,,1,10,2,2,search_discovered
https://usehalo.com/guide/problem-management/,https://usehalo.com/guide/problem-management/,Problem Management,Tickets,1005,1356,3,0,True,False,True,200,,1,6,1,0,search_discovered
https://usehalo.com/guide/canned-text/,https://usehalo.com/guide/canned-text/,Canned Text,Tickets,1660,2241,7,0,True,True,True,200,,1,8,4,3,search_discovered
https://usehalo.com/guide/field-groups/,https://usehalo.com/guide/field-groups/,Field Groups,Tickets,1587,2142,8,0,True,True,True,200,,1,8,7,2,search_discovered
https://usehalo.com/guide/call-scripts/,https://usehalo.com/guide/call-scripts/,Call Scripts,Tickets,747,1008,2,0,True,True,True,200,,1,3,0,0,search_discovered
https://usehalo.com/guide/ticket-screen-breakdown/,https://usehalo.com/guide/ticket-screen-breakdown/,Ticket Screen Breakdown,Tickets,881,1189,0,0,True,True,True,200,,1,4,1,0,search_discovered
https://usehalo.com/guide/dynamic-field-visibility/,https://usehalo.com/guide/dynamic-field-visibility/,Dynamic Field Visibility,Tickets,1651,2228,12,0,True,False,True,200,,1,10,8,0,search_discovered
https://usehalo.com/guide/creating-tickets-via-email/,https://usehalo.com/guide/creating-tickets-via-email/,Creating Tickets via Email,Raising Tickets,1113,1502,2,0,True,True,True,200,,1,5,3,1,search_discovered
https://usehalo.com/guide/creating-tickets-via-portal/,https://usehalo.com/guide/creating-tickets-via-portal/,Creating Tickets via Portal,Raising Tickets,1197,1615,9,0,False,True,True,200,,1,5,1,0,search_discovered
https://usehalo.com/guide/creating-tickets-manually/,https://usehalo.com/guide/creating-tickets-manually/,Creating Tickets Manually,Raising Tickets,655,884,9,0,True,True,True,200,,1,1,1,0,search_discovered
https://usehalo.com/guide/time-logging/,https://usehalo.com/guide/time-logging/,Time Logging,Tickets,1619,2185,9,0,False,False,False,200,,1,6,8,3,search_discovered
https://usehalo.com/guide/sla-configuration/,https://usehalo.com/guide/sla-configuration/,SLA Configuration,SLA,956,1290,11,0,False,True,True,200,,1,3,3,1,search_discovered
https://usehalo.com/guide/workdays-work-hours/,https://usehalo.com/guide/workdays-work-hours/,Workdays/Work Hours,SLA,783,1057,2,0,False,True,True,200,,1,3,1,0,search_discovered
https://usehalo.com/guide/sla-hold-reminders/,https://usehalo.com/guide/sla-hold-reminders/,SLA Hold Reminders,SLA,1230,1660,0,0,False,True,True,200,,1,4,1,1,search_discovered
https://usehalo.com/guide/sla-module/,https://usehalo.com/guide/sla-module/,SLA Module,SLA,582,785,12,0,False,True,True,200,,1,1,0,0,search_discovered
https://usehalo.com/guide/sla-auto-release-option/,https://usehalo.com/guide/sla-auto-release-option/,SLA Auto-Release Option,SLA,719,970,7,0,False,True,True,200,,1,1,1,0,search_discovered
https://usehalo.com/guide/notification-configuration/,https://usehalo.com/guide/notification-configuration/,Notification Configuration,Email Configuration,563,760,0,0,True,False,True,200,,1,1,1,0,search_discovered
https://usehalo.com/guide/notification-types/,https://usehalo.com/guide/notification-types/,Notification Types,Email Configuration,520,702,7,0,True,False,True,200,,1,3,1,0,search_discovered
https://usehalo.com/guide/editing-system-email-templates/,https://usehalo.com/guide/editing-system-email-templates/,Editing System Email Templates,Email Configuration,1373,1853,7,0,True,True,True,200,,1,5,4,0,search_discovered
https://usehalo.com/guide/custom-email-templates/,https://usehalo.com/guide/custom-email-templates/,Custom Email Templates,Email Configuration,844,1139,7,0,False,False,False,200,,1,5,1,1,search_discovered
https://usehalo.com/guide/message-groups/,https://usehalo.com/guide/message-groups/,Message Groups,Email Configuration,1106,1493,1,0,False,True,True,200,,1,6,0,0,search_discovered
https://usehalo.com/guide/email-template-groups/,https://usehalo.com/guide/email-template-groups/,Email Template Groups,Email Configuration,766,1034,7,0,True,True,True,200,,1,2,1,0,search_discovered
https://usehalo.com/guide/google-mailbox-setup/,https://usehalo.com/guide/google-mailbox-setup/,Google Mailbox Setup,Email Configuration,784,1058,1,0,False,True,True,200,,1,2,1,0,search_discovered
https://usehalo.com/guide/configuring-an-azure-mailbox/,https://usehalo.com/guide/configuring-an-azure-mailbox/,Configuring an Azure Mailbox,Email Configuration,1474,1989,4,0,False,True,True,200,,1,4,1,0,search_discovered
https://usehalo.com/guide/outgoing-email-settings/,https://usehalo.com/guide/outgoing-email-settings/,Outgoing Email Settings,Email Configuration,704,950,10,0,True,True,True,200,,1,1,2,0,search_discovered
https://usehalo.com/guide/email-rules/,https://usehalo.com/guide/email-rules/,Email Rules,Email Configuration,1470,1984,12,0,False,True,True,200,,1,3,3,1,search_discovered
https://usehalo.com/guide/sms-settings/,https://usehalo.com/guide/sms-settings/,SMS Settings,Email Configuration,1235,1667,11,0,True,True,True,200,,1,2,1,1,search_discovered
https://usehalo.com/guide/quotations/,https://usehalo.com/guide/quotations/,Quotations,Billing,1368,1846,12,0,True,False,True,200,,1,5,1,0,search_discovered
https://usehalo.com/guide/sales-orders/,https://usehalo.com/guide/sales-orders/,Sales Orders,Billing,1217,1642,9,0,True,True,True,200,,1,6,0,0,search_discovered
https://usehalo.com/guide/purchase-orders/,https://usehalo.com/guide/purchase-orders/,Purchase Orders,Billing,1926,2600,0,0,False,True,True,200,,1,6,2,3,search_discovered
https://usehalo.com/guide/customer-contracts/,https://usehalo.com/guide/customer-contracts/,Customer Contracts,Billing,1901,2566,0,0,True,False,True,200,,1,10,5,1,search_discovered
https://usehalo.com/guide/supplier-contracts/,https://usehalo.com/guide/supplier-contracts/,Supplier Contracts,Billing,1153,1556,6,0,True,False,True,200,,1,6,4,1,search_discovered
https://usehalo.com/guide/pdf-templates/,https://usehalo.com/guide/pdf-templates/,PDF Templates,Billing,1102,1487,7,0,True,True,True,200,,1,2,2,1,search_discovered
https://usehalo.com/guide/recurring-invoice-approvals/,https://usehalo.com/guide/recurring-invoice-approvals/,Recurring Invoice Approvals,Billing,1288,1738,6,0,True,True,True,200,,1,2,3,1,search_discovered
https://usehalo.com/guide/contract-rules/,https://usehalo.com/guide/contract-rules/,Contract Rules,Billing,1172,1582,7,0,True,True,True,200,,1,6,2,0,search_discovered
https://usehalo.com/guide/charge-rates/,https://usehalo.com/guide/charge-rates/,Charge Rates,Billing,1600,2160,1,0,False,True,True,200,,1,8,8,1,search_discovered
https://usehalo.com/guide/billing-rules/,https://usehalo.com/guide/billing-rules/,Billing Rules,Billing,790,1066,6,0,True,True,True,200,,1,2,0,0,search_discovered
https://usehalo.com/guide/tax-codes/,https://usehalo.com/guide/tax-codes/,Tax Codes,Billing,1569,2118,12,0,True,False,True,200,,1,8,6,2,search_discovered
https://usehalo.com/guide/peppol-e-invoicing/,https://usehalo.com/guide/peppol-e-invoicing/,Peppol e-Invoicing,Billing,1529,2064,12,0,True,False,True,200,,1,6,4,2,search_discovered
https://usehalo.com/guide/project-management-configuration/,https://usehalo.com/guide/project-management-configuration/,Project Management Configuration,Projects,1697,2290,5,0,False,True,True,200,,1,10,7,1,search_discovered
https://usehalo.com/guide/project-setup-wizard/,https://usehalo.com/guide/project-setup-wizard/,Project Setup Wizard,Projects,1807,2439,0,0,False,False,False,200,,1,10,6,2,search_discovered
https://usehalo.com/guide/project-tracking/,https://usehalo.com/guide/project-tracking/,Project Tracking,Projects,1206,1628,3,0,False,True,True,200,,1,3,2,0,search_discovered
https://usehalo.com/guide/ai-report-builder/,https://usehalo.com/guide/ai-report-builder/,AI Report Builder,Reporting,961,1297,8,0,False,True,True,200,,1,2,0,1,search_discovered
https://usehalo.com/guide/charts-and-graphs-in-reports/,https://usehalo.com/guide/charts-and-graphs-in-reports/,Charts and Graphs in Reports,Reporting,610,823,6,0,False,True,True,200,,1,1,2,0,search_discovered
https://usehalo.com/guide/common-sql-tables-and-joins/,https://usehalo.com/guide/common-sql-tables-and-joins/,Common SQL Tables and Joins,Reporting,777,1048,2,0,False,False,False,200,,1,1,1,0,search_discovered
https://usehalo.com/guide/composite-reports/,https://usehalo.com/guide/composite-reports/,Composite Reports,Reporting,1220,1647,0,0,False,True,True,200,,1,5,0,0,search_discovered
https://usehalo.com/guide/configuring-custom-appearances-in-reports/,https://usehalo.com/guide/configuring-custom-appearances-in-reports/,Configuring Custom Appearances in Reports,Reporting,1022,1379,10,0,False,True,True,200,,1,2,1,0,search_discovered
https://usehalo.com/guide/dashboard-publishing-guide/,https://usehalo.com/guide/dashboard-publishing-guide/,Dashboard Publishing Guide,Reporting,862,1163,10,0,False,False,False,200,,1,6,3,1,search_discovered
https://usehalo.com/guide/halo-in-app-dashboard/,https://usehalo.com/guide/halo-in-app-dashboard/,Halo In-App Dashboard,Reporting,1278,1725,4,0,False,True,True,200,,1,4,4,0,search_discovered
https://usehalo.com/guide/link-excel-to-halo-report/,https://usehalo.com/guide/link-excel-to-halo-report/,Link Excel to Halo Report,Reporting,832,1123,3,0,False,True,True,200,,1,4,0,0,search_discovered
https://usehalo.com/guide/report-builder/,https://usehalo.com/guide/report-builder/,Report Builder,Reporting,405,546,1,0,False,True,True,200,,1,2,1,0,search_discovered
https://usehalo.com/guide/connectwise-rmm-integration/,https://usehalo.com/guide/connectwise-rmm-integration/,ConnectWise RMM Integration,Integrations,974,1314,11,5,False,True,True,200,,1,4,2,1,search_discovered
https://usehalo.com/guide/datto-rmm-integration/,https://usehalo.com/guide/datto-rmm-integration/,Datto RMM Integration,Integrations,905,1221,0,0,False,False,False,200,,1,5,0,0,search_discovered
https://usehalo.com/guide/ninjaone-integration/,https://usehalo.com/guide/ninjaone-integration/,NinjaOne Integration,Integrations,646,872,0,0,False,True,True,200,,1,1,0,0,search_discovered
https://usehalo.com/guide/prtg-integration/,https://usehalo.com/guide/prtg-integration/,PRTG Integration,Integrations,1091,1472,0,0,False,True,True,200,,1,5,0,1,search_discovered
https://usehalo.com/guide/solarwinds-orion-integration/,https://usehalo.com/guide/solarwinds-orion-integration/,SolarWinds Orion Integration,Integrations,1524,2057,6,5,False,True,True,200,,1,8,5,3,search_discovered
https://usehalo.com/guide/zabbix-integration/,https://usehalo.com/guide/zabbix-integration/,Zabbix Integration,Integrations,1012,1366,1,0,False,False,False,200,,1,2,0,0,search_discovered
https://usehalo.com/guide/anydesk-integration/,https://usehalo.com/guide/anydesk-integration/,AnyDesk Integration,Integrations,1051,1418,0,0,False,True,True,200,,1,6,0,0,search_discovered
https://usehalo.com/guide/connectwise-control-integration/,https://usehalo.com/guide/connectwise-control-integration/,ConnectWise Control Integration,Integrations,871,1175,6,0,False,True,True,200,,1,6,3,1,search_discovered
https://usehalo.com/guide/goto-resolve-integration/,https://usehalo.com/guide/goto-resolve-integration/,GoTo Resolve Integration,Integrations,714,963,7,0,False,True,True,200,,1,1,1,0,search_discovered
https://usehalo.com/guide/nagios-xi-integration/,https://usehalo.com/guide/nagios-xi-integration/,Nagios XI Integration,Integrations,1626,2195,0,4,False,True,True,200,,1,4,5,0,search_discovered
https://usehalo.com/guide/kaseya-vsa-x-integration/,https://usehalo.com/guide/kaseya-vsa-x-integration/,Kaseya VSA X Integration,Integrations,1553,2096,8,0,False,True,True,200,,1,10,2,3,search_discovered
https://usehalo.com/guide/avalara-integration/,https://usehalo.com/guide/avalara-integration/,Avalara Integration,Integrations,1780,2403,0,4,False,True,True,200,,1,7,8,0,search_discovered
https://usehalo.com/guide/sage-intacct-integration/,https://usehalo.com/guide/sage-intacct-integration/,Sage Intacct Integration,Accounting,1401,1891,4,0,False,False,False,200,,1,5,0,0,search_discovered
https://usehalo.com/guide/sage-50-canada-integration/,https://usehalo.com/guide/sage-50-canada-integration/,Sage 50 Canada Integration,Accounting,1226,1655,2,0,False,True,True,200,,1,3,2,0,search_discovered
https://usehalo.com/guide/microsoft-power-automate-integration/,https://usehalo.com/guide/microsoft-power-automate-integration/,Microsoft Power Automate Integration,Integrations,1445,1950,7,0,False,True,True,200,,1,2,1,1,search_discovered
https://usehalo.com/guide/powershell-integration/,https://usehalo.com/guide/powershell-integration/,PowerShell Integration,Integrations,1488,2008,0,0,False,True,True,200,,1,5,1,1,search_discovered
https://usehalo.com/guide/incoming-webhook-service/,https://usehalo.com/guide/incoming-webhook-service/,Incoming Webhook Service,Integrations,1540,2079,9,3,False,False,False,200,,1,9,3,0,search_discovered
https://usehalo.com/guide/menu-buttons-for-self-service-portal/,https://usehalo.com/guide/menu-buttons-for-self-service-portal/,Menu Buttons for Self-Service Portal,Portal Customisation,302,407,0,0,False,False,False,200,,1,1,0,0,search_discovered
https://usehalo.com/guide/google-analytics-on-portal/,https://usehalo.com/guide/google-analytics-on-portal/,Google Analytics on Portal,Portal Customisation,893,1205,9,0,False,True,True,200,,1,5,1,1,search_discovered
https://usehalo.com/guide/portal-css-customisation/,https://usehalo.com/guide/portal-css-customisation/,Portal CSS Customisation,Portal Customisation,856,1155,0,0,False,False,False,200,,1,5,3,1,search_discovered
https://usehalo.com/guide/ticket-lists-on-portal/,https://usehalo.com/guide/ticket-lists-on-portal/,Ticket Lists on Portal,Portal Customisation,544,734,1,0,False,True,True,200,,1,3,1,0,search_discovered
https://usehalo.com/guide/two-factor-authentication-2fa/,https://usehalo.com/guide/two-factor-authentication-2fa/,Two-Factor Authentication (2FA),Security,625,843,11,0,False,False,False,200,,1,3,1,0,search_discovered
https://usehalo.com/guide/ip-whitelisting-for-hosted-users/,https://usehalo.com/guide/ip-whitelisting-for-hosted-users/,IP Whitelisting for Hosted Users,Security,967,1305,2,4,False,False,False,200,,1,3,3,0,search_discovered
https://usehalo.com/guide/redirect-http-to-https/,https://usehalo.com/guide/redirect-http-to-https/,Redirect HTTP to HTTPS,Security,402,542,0,2,False,True,True,200,,1,3,1,0,search_discovered
https://usehalo.com/guide/sso-for-entra-id/,https://usehalo.com/guide/sso-for-entra-id/,SSO for Entra ID,Security,376,507,7,0,False,True,True,200,,1,1,0,0,search_discovered
https://usehalo.com/guide/sso-for-csp/,https://usehalo.com/guide/sso-for-csp/,SSO for CSP,Security,965,1302,0,0,False,True,True,200,,1,2,2,1,search_discovered
"https://usehalo.com/guide/departments,-teams,-and-roles/","https://usehalo.com/guide/departments,-teams,-and-roles/","Departments, Teams, and Roles",Organisation,899,1213,5,0,False,True,True,200,,1,6,0,0,search_discovered
https://usehalo.com/guide/co-managed-it/,https://usehalo.com/guide/co-managed-it/,Co-Managed IT,Organisation,632,853,11,0,False,True,True,200,,1,3,0,0,search_discovered
https://usehalo.com/guide/organisational-structure/,https://usehalo.com/guide/organisational-structure/,Organisational Structure,Organisation,1120,1512,0,0,False,True,True,200,,1,2,3,0,search_discovered
https://usehalo.com/guide/multi-tenancy/,https://usehalo.com/guide/multi-tenancy/,Multi-Tenancy,Organisation,447,603,3,0,False,True,True,200,,1,2,0,0,search_discovered
https://usehalo.com/guide/automated-sow-generation/,https://usehalo.com/guide/automated-sow-generation/,Automated SoW Generation,Automation,750,1012,2,0,False,False,False,200,,1,3,1,0,search_discovered
https://usehalo.com/guide/ai-project-task-creation/,https://usehalo.com/guide/ai-project-task-creation/,AI Project Task Creation,Automation,1124,1517,11,0,False,True,True,200,,1,5,4,0,search_discovered
https://usehalo.com/guide/runbook-level-variables/,https://usehalo.com/guide/runbook-level-variables/,Runbook Level Variables,Automation,760,1026,5,0,False,False,False,200,,1,2,1,0,search_discovered
https://usehalo.com/guide/distribution-lists/,https://usehalo.com/guide/distribution-lists/,Distribution Lists,Automation,1193,1610,11,0,False,True,True,200,,1,6,1,0,search_discovered
https://usehalo.com/guide/approval-processes/,https://usehalo.com/guide/approval-processes/,Approval Processes,Automation,1485,2004,8,0,False,True,True,200,,1,5,2,1,search_discovered
https://usehalo.com/guide/active-directory-integration-ldap/,https://usehalo.com/guide/active-directory-integration-ldap/,Active Directory Integration (LDAP),HaloPSA Academy,509,687,0,0,True,True,True,200,,1,1,1,0,search_discovered
